randomisation,base,threshold,bin_index,distance_bin,distance_left,distance_right,n_runs,n_runs_ge_threshold,E
12,A,10,5,400-800,400.0,800.0,102367,1,9.768773139781375e-06
12,A,10,6,800-1600,800.0,1600.0,37354,2,5.354178936660063e-05
12,A,10,7,1600+,1600.0,inf,13166,0,0.0
12,A,15,0,0-25,0.0,25.0,89796,1,1.1136353512405897e-05
12,A,15,1,25-50,25.0,50.0,79447,0,0.0
12,A,15,2,50-100,50.0,100.0,130363,0,0.0
12,A,15,3,100-200,100.0,200.0,176392,0,0.0
12,A,15,4,200-400,200.0,400.0,173174,1,5.77453890306859e-06
12,A,15,5,400-800,400.0,800.0,102367,1,9.768773139781375e-06
12,A,15,6,800-1600,800.0,1600.0,37354,2,5.354178936660063e-05
12,A,15,7,1600+,1600.0,inf,13166,0,0.0
12,C,5,0,0-25,0.0,25.0,93957,128,0.0013623253190289174
12,C,5,1,25-50,25.0,50.0,83322,96,0.0011521566933102901
12,C,5,2,50-100,50.0,100.0,135766,159,0.0011711326841771872
12,C,5,3,100-200,100.0,200.0,180261,251,0.0013924254275744614
12,C,5,4,200-400,200.0,400.0,172514,279,0.0016172600484598352
12,C,5,5,400-800,400.0,800.0,96396,185,0.001919166770405411
12,C,5,6,800-1600,800.0,1600.0,32467,97,0.002987648997443558
12,C,5,7,1600+,1600.0,inf,11375,38,0.0033406593406593407
12,C,10,0,0-25,0.0,25.0,93957,3,3.192949966474025e-05
12,C,10,1,25-50,25.0,50.0,83322,0,0.0
12,C,10,2,50-100,50.0,100.0,135766,1,7.365614365894259e-06
12,C,10,3,100-200,100.0,200.0,180261,3,1.664253499092982e-05
12,C,10,4,200-400,200.0,400.0,172514,3,1.7389892994191775e-05
12,C,10,5,400-800,400.0,800.0,96396,1,1.0373874434623843e-05
12,C,10,6,800-1600,800.0,1600.0,32467,4,0.00012320202051313643
12,C,10,7,1600+,1600.0,inf,11375,0,0.0
12,C,15,0,0-25,0.0,25.0,93957,0,0.0
12,C,15,1,25-50,25.0,50.0,83322,0,0.0
12,C,15,2,50-100,50.0,100.0,135766,0,0.0
12,C,15,3,100-200,100.0,200.0,180261,0,0.0
12,C,15,4,200-400,200.0,400.0,172514,0,0.0
12,C,15,5,400-800,400.0,800.0,96396,0,0.0
12,C,15,6,800-1600,800.0,1600.0,32467,0,0.0
12,C,15,7,1600+,1600.0,inf,11375,0,0.0
12,G,5,0,0-25,0.0,25.0,93840,116,0.0012361466325660699
12,G,5,1,25-50,25.0,50.0,82789,75,0.0009059174528017007
12,G,5,2,50-100,50.0,100.0,135282,151,0.001116186928046599
12,G,5,3,100-200,100.0,200.0,181234,220,0.001213900261540329
12,G,5,4,200-400,200.0,400.0,173066,234,0.0013520853316075947
12,G,5,5,400-800,400.0,800.0,97439,168,0.00172415562557087
12,G,5,6,800-1600,800.0,1600.0,32976,82,0.0024866569626394953
12,G,5,7,1600+,1600.0,inf,11420,37,0.0032399299474605956
12,G,10,0,0-25,0.0,25.0,93840,0,0.0
12,G,10,1,25-50,25.0,50.0,82789,0,0.0
12,G,10,2,50-100,50.0,100.0,135282,0,0.0
12,G,10,3,100-200,100.0,200.0,181234,0,0.0
12,G,10,4,200-400,200.0,400.0,173066,0,0.0
12,G,10,5,400-800,400.0,800.0,97439,0,0.0
12,G,10,6,800-1600,800.0,1600.0,32976,0,0.0
12,G,10,7,1600+,1600.0,inf,11420,0,0.0
12,G,15,0,0-25,0.0,25.0,93840,0,0.0
12,G,15,1,25-50,25.0,50.0,82789,0,0.0
12,G,15,2,50-100,50.0,100.0,135282,0,0.0
12,G,15,3,100-200,100.0,200.0,181234,0,0.0
12,G,15,4,200-400,200.0,400.0,173066,0,0.0
12,G,15,5,400-800,400.0,800.0,97439,0,0.0
12,G,15,6,800-1600,800.0,1600.0,32976,0,0.0
12,G,15,7,1600+,1600.0,inf,11420,0,0.0
12,T,5,0,0-25,0.0,25.0,89042,883,0.009916668538442532
12,T,5,1,25-50,25.0,50.0,78489,705,0.008982150365019302
12,T,5,2,50-100,50.0,100.0,129498,1155,0.0089190566649678
12,T,5,3,100-200,100.0,200.0,173244,1548,0.008935374385260096
12,T,5,4,200-400,200.0,400.0,170252,1509,0.008863332001973544
12,T,5,5,400-800,400.0,800.0,99006,814,0.008221723935923075
12,T,5,6,800-1600,800.0,1600.0,35572,211,0.005931631620375576
12,T,5,7,1600+,1600.0,inf,12662,92,0.007265834781235192
12,T,10,0,0-25,0.0,25.0,89042,1,1.123065519642416e-05
12,T,10,1,25-50,25.0,50.0,78489,0,0.0
12,T,10,2,50-100,50.0,100.0,129498,2,1.5444253965312206e-05
12,T,10,3,100-200,100.0,200.0,173244,0,0.0
12,T,10,4,200-400,200.0,400.0,170252,1,5.873646124568287e-06
12,T,10,5,400-800,400.0,800.0,99006,0,0.0
12,T,10,6,800-1600,800.0,1600.0,35572,0,0.0
12,T,10,7,1600+,1600.0,inf,12662,1,7.8976465013426e-05
12,T,15,0,0-25,0.0,25.0,89042,1,1.123065519642416e-05
12,T,15,1,25-50,25.0,50.0,78489,0,0.0
12,T,15,2,50-100,50.0,100.0,129498,0,0.0
12,T,15,3,100-200,100.0,200.0,173244,0,0.0
12,T,15,4,200-400,200.0,400.0,170252,0,0.0
12,T,15,5,400-800,400.0,800.0,99006,0,0.0
12,T,15,6,800-1600,800.0,1600.0,35572,0,0.0
12,T,15,7,1600+,1600.0,inf,12662,0,0.0
13,all,5,0,0-25,0.0,25.0,365824,2007,0.005486244751574528
13,all,5,1,25-50,25.0,50.0,322259,1664,0.005163548574283418
13,all,5,2,50-100,50.0,100.0,526807,2688,0.005102437894712864
13,all,5,3,100-200,100.0,200.0,707315,3667,0.005184394505983896
13,all,5,4,200-400,200.0,400.0,684586,3592,0.005246966779922464
13,all,5,5,400-800,400.0,800.0,403054,2164,0.005369007626769614
13,all,5,6,800-1600,800.0,1600.0,140291,791,0.0056382804313890415
13,all,5,7,1600+,1600.0,inf,53792,261,0.004852022605591909
13,all,10,0,0-25,0.0,25.0,365824,4,1.0934219734079775e-05
13,all,10,1,25-50,25.0,50.0,322259,2,6.206188190244492e-06
13,all,10,2,50-100,50.0,100.0,526807,1,1.8982283834497265e-06
13,all,10,3,100-200,100.0,200.0,707315,4,5.655188989347038e-06
13,all,10,4,200-400,200.0,400.0,684586,5,7.303684270493408e-06
13,all,10,5,400-800,400.0,800.0,403054,8,1.9848457030571585e-05
13,all,10,6,800-1600,800.0,1600.0,140291,2,1.425608200098367e-05
13,all,10,7,1600+,1600.0,inf,53792,1,1.85901249256395e-05
13,all,15,0,0-25,0.0,25.0,365824,1,2.733554933519944e-06
13,all,15,1,25-50,25.0,50.0,322259,0,0.0
13,all,15,2,50-100,50.0,100.0,526807,0,0.0
13,all,15,3,100-200,100.0,200.0,707315,2,2.827594494673519e-06
13,all,15,4,200-400,200.0,400.0,684586,0,0.0
13,all,15,5,400-800,400.0,800.0,403054,2,4.962114257642896e-06
13,all,15,6,800-1600,800.0,1600.0,140291,0,0.0
13,all,15,7,1600+,1600.0,inf,53792,1,1.85901249256395e-05
13,A,5,0,0-25,0.0,25.0,89696,929,0.01035720656439529
13,A,5,1,25-50,25.0,50.0,78970,726,0.009193364568823604
13,A,5,2,50-100,50.0,100.0,129404,1223,0.00945102160675095
13,A,5,3,100-200,100.0,200.0,175001,1680,0.009599945143170611
13,A,5,4,200-400,200.0,400.0,172164,1636,0.00950256731953254
13,A,5,5,400-800,400.0,800.0,104262,947,0.009082887341505055
13,A,5,6,800-1600,800.0,1600.0,38159,353,0.009250766529521214
13,A,5,7,1600+,1600.0,inf,14403,107,0.0074290078455877245
13,A,10,0,0-25,0.0,25.0,89696,2,2.2297538351765965e-05
13,A,10,1,25-50,25.0,50.0,78970,0,0.0
13,A,10,2,50-100,50.0,100.0,129404,0,0.0
13,A,10,3,100-200,100.0,200.0,175001,2,1.1428506122822155e-05
13,A,10,4,200-400,200.0,400.0,172164,0,0.0
13,A,10,5,400-800,400.0,800.0,104262,2,1.918244422704341e-05
13,A,10,6,800-1600,800.0,1600.0,38159,0,0.0
13,A,10,7,1600+,1600.0,inf,14403,1,6.942997986530584e-05
13,A,15,0,0-25,0.0,25.0,89696,1,1.1148769175882982e-05
13,A,15,1,25-50,25.0,50.0,78970,0,0.0
13,A,15,2,50-100,50.0,100.0,129404,0,0.0
13,A,15,3,100-200,100.0,200.0,175001,2,1.1428506122822155e-05
13,A,15,4,200-400,200.0,400.0,172164,0,0.0
13,A,15,5,400-800,400.0,800.0,104262,1,9.591222113521704e-06
13,A,15,6,800-1600,800.0,1600.0,38159,0,0.0
13,A,15,7,1600+,1600.0,inf,14403,1,6.942997986530584e-05
13,C,5,0,0-25,0.0,25.0,93985,129,0.0013725594509762197
13,C,5,1,25-50,25.0,50.0,82443,99,0.0012008296641315818
13,C,5,2,50-100,50.0,100.0,134860,170,0.001260566513421326
13,C,5,3,100-200,100.0,200.0,179205,220,0.0012276443179598784
13,C,5,4,200-400,200.0,400.0,171630,259,0.0015090601876128881
13,C,5,5,400-800,400.0,800.0,98336,208,0.0021151968760169215
13,C,5,6,800-1600,800.0,1600.0,32732,102,0.003116216546498839
13,C,5,7,1600+,1600.0,inf,12867,46,0.0035750369161420686
13,C,10,0,0-25,0.0,25.0,93985,2,2.1279991488003404e-05
13,C,10,1,25-50,25.0,50.0,82443,2,2.425918513397135e-05
13,C,10,2,50-100,50.0,100.0,134860,0,0.0
13,C,10,3,100-200,100.0,200.0,179205,2,1.1160402890544348e-05
13,C,10,4,200-400,200.0,400.0,171630,3,1.7479461632581716e-05
13,C,10,5,400-800,400.0,800.0,98336,4,4.067686300032541e-05
13,C,10,6,800-1600,800.0,1600.0,32732,2,6.110228522546743e-05
13,C,10,7,1600+,1600.0,inf,12867,0,0.0
13,C,15,0,0-25,0.0,25.0,93985,0,0.0
13,C,15,1,25-50,25.0,50.0,82443,0,0.0
13,C,15,2,50-100,50.0,100.0,134860,0,0.0
13,C,15,3,100-200,100.0,200.0,179205,0,0.0
13,C,15,4,200-400,200.0,400.0,171630,0,0.0
13,C,15,5,400-800,400.0,800.0,98336,0,0.0
13,C,15,6,800-1600,800.0,1600.0,32732,0,0.0
13,C,15,7,1600+,1600.0,inf,12867,0,0.0
13,G,5,0,0-25,0.0,25.0,93878,95,0.0010119516819702167
13,G,5,1,25-50,25.0,50.0,82870,90,0.0010860383733558585
13,G,5,2,50-100,50.0,100.0,134697,153,0.001135882759081494
13,G,5,3,100-200,100.0,200.0,179867,212,0.0011786486681826015
13,G,5,4,200-400,200.0,400.0,172068,242,0.001406420717390799
13,G,5,5,400-800,400.0,800.0,98830,155,0.0015683496913892544
13,G,5,6,800-1600,800.0,1600.0,32963,93,0.002821345144556017
13,G,5,7,1600+,1600.0,inf,12873,43,0.0033403247106346618
13,G,10,0,0-25,0.0,25.0,93878,0,0.0
13,G,10,1,25-50,25.0,50.0,82870,0,0.0
13,G,10,2,50-100,50.0,100.0,134697,0,0.0
13,G,10,3,100-200,100.0,200.0,179867,0,0.0
13,G,10,4,200-400,200.0,400.0,172068,0,0.0
13,G,10,5,400-800,400.0,800.0,98830,0,0.0
13,G,10,6,800-1600,800.0,1600.0,32963,0,0.0
13,G,10,7,1600+,1600.0,inf,12873,0,0.0
13,G,15,0,0-25,0.0,25.0,93878,0,0.0
13,G,15,1,25-50,25.0,50.0,82870,0,0.0
13,G,15,2,50-100,50.0,100.0,134697,0,0.0
13,G,15,3,100-200,100.0,200.0,179867,0,0.0
13,G,15,4,200-400,200.0,400.0,172068,0,0.0
13,G,15,5,400-800,400.0,800.0,98830,0,0.0
13,G,15,6,800-1600,800.0,1600.0,32963,0,0.0
13,G,15,7,1600+,1600.0,inf,12873,0,0.0
13,T,5,0,0-25,0.0,25.0,88265,854,0.009675409278876113
13,T,5,1,25-50,25.0,50.0,77976,749,0.009605519647070893
13,T,5,2,50-100,50.0,100.0,127846,1142,0.008932622060917042
13,T,5,3,100-200,100.0,200.0,173242,1555,0.008975883446277462
13,T,5,4,200-400,200.0,400.0,168724,1455,0.008623550887840496
13,T,5,5,400-800,400.0,800.0,101626,854,0.008403361344537815
13,T,5,6,800-1600,800.0,1600.0,36437,243,0.006669045201306364
13,T,5,7,1600+,1600.0,inf,13649,65,0.004762253644955674
13,T,10,0,0-25,0.0,25.0,88265,0,0.0
13,T,10,1,25-50,25.0,50.0,77976,0,0.0
13,T,10,2,50-100,50.0,100.0,127846,1,7.821910736354677e-06
13,T,10,3,100-200,100.0,200.0,173242,0,0.0
13,T,10,4,200-400,200.0,400.0,168724,2,1.1853678196344325e-05
13,T,10,5,400-800,400.0,800.0,101626,2,1.9680003148800503e-05
13,T,10,6,800-1600,800.0,1600.0,36437,0,0.0
13,T,10,7,1600+,1600.0,inf,13649,0,0.0
13,T,15,0,0-25,0.0,25.0,88265,0,0.0
13,T,15,1,25-50,25.0,50.0,77976,0,0.0
13,T,15,2,50-100,50.0,100.0,127846,0,0.0
13,T,15,3,100-200,100.0,200.0,173242,0,0.0
13,T,15,4,200-400,200.0,400.0,168724,0,0.0
13,T,15,5,400-800,400.0,800.0,101626,1,9.840001574400252e-06
13,T,15,6,800-1600,800.0,1600.0,36437,0,0.0
13,T,15,7,1600+,1600.0,inf,13649,0,0.0
14,all,5,0,0-25,0.0,25.0,367047,2057,0.005604186929739243
14,all,5,1,25-50,25.0,50.0,321975,1692,0.005255066387141859
14,all,5,2,50-100,50.0,100.0,526673,2683,0.005094242537589738
14,all,5,3,100-200,100.0,200.0,711033,3697,0.00519947738009347
14,all,5,4,200-400,200.0,400.0,678767,3564,0.005250697220106458
14,all,5,5,400-800,400.0,800.0,398811,2062,0.005170368921619514
14,all,5,6,800-1600,800.0,1600.0,145418,811,0.005577026227839745
14,all,5,7,1600+,1600.0,inf,54204,268,0.004944284554645414
14,all,10,0,0-25,0.0,25.0,367047,6,1.6346680397878202e-05
14,all,10,1,25-50,25.0,50.0,321975,0,0.0
14,all,10,2,50-100,50.0,100.0,526673,2,3.797422689220826e-06
14,all,10,3,100-200,100.0,200.0,711033,2,2.8128089694852417e-06
14,all,10,4,200-400,200.0,400.0,678767,3,4.419778804803415e-06
14,all,10,5,400-800,400.0,800.0,398811,7,1.755217383672968e-05
14,all,10,6,800-1600,800.0,1600.0,145418,4,2.7506911111416745e-05
14,all,10,7,1600+,1600.0,inf,54204,3,5.534646889528448e-05
14,all,15,0,0-25,0.0,25.0,367047,2,5.4488934659594e-06
14,all,15,1,25-50,25.0,50.0,321975,0,0.0
14,all,15,2,50-100,50.0,100.0,526673,0,0.0
14,all,15,3,100-200,100.0,200.0,711033,0,0.0
14,all,15,4,200-400,200.0,400.0,678767,0,0.0
14,all,15,5,400-800,400.0,800.0,398811,1,2.507453405247097e-06
14,all,15,6,800-1600,800.0,1600.0,145418,1,6.876727777854186e-06
14,all,15,7,1600+,1600.0,inf,54204,2,3.6897645930189655e-05
14,A,5,0,0-25,0.0,25.0,89943,962,0.010695662808667713
14,A,5,1,25-50,25.0,50.0,78953,770,0.009752637645181311
14,A,5,2,50-100,50.0,100.0,129652,1184,0.009132138339555116
14,A,5,3,100-200,100.0,200.0,175304,1656,0.009446447314379592
14,A,5,4,200-400,200.0,400.0,170898,1642,0.00960807031094571
14,A,5,5,400-800,400.0,800.0,103216,918,0.00889396992714308
14,A,5,6,800-1600,800.0,1600.0,39183,351,0.008957966465048617
14,A,5,7,1600+,1600.0,inf,14910,118,0.007914151576123407
14,A,10,0,0-25,0.0,25.0,89943,2,2.2236305215525388e-05
14,A,10,1,25-50,25.0,50.0,78953,0,0.0
14,A,10,2,50-100,50.0,100.0,129652,0,0.0
14,A,10,3,100-200,100.0,200.0,175304,0,0.0
14,A,10,4,200-400,200.0,400.0,170898,1,5.851443551124062e-06
14,A,10,5,400-800,400.0,800.0,103216,2,1.9376840799875987e-05
14,A,10,6,800-1600,800.0,1600.0,39183,0,0.0
14,A,10,7,1600+,1600.0,inf,14910,2,0.0001341381623071764
14,A,15,0,0-25,0.0,25.0,89943,2,2.2236305215525388e-05
14,A,15,1,25-50,25.0,50.0,78953,0,0.0
14,A,15,2,50-100,50.0,100.0,129652,0,0.0
14,A,15,3,100-200,100.0,200.0,175304,0,0.0
14,A,15,4,200-400,200.0,400.0,170898,0,0.0
14,A,15,5,400-800,400.0,800.0,103216,1,9.688420399937994e-06
14,A,15,6,800-1600,800.0,1600.0,39183,0,0.0
14,A,15,7,1600+,1600.0,inf,14910,2,0.0001341381623071764
14,C,5,0,0-25,0.0,25.0,94408,132,0.0013981865943564105
14,C,5,1,25-50,25.0,50.0,82180,82,0.0009978096860550011
14,C,5,2,50-100,50.0,100.0,134433,177,0.0013166410033250764
14,C,5,3,100-200,100.0,200.0,180819,271,0.0014987363053661396
14,C,5,4,200-400,200.0,400.0,170315,234,0.0013739247864251534
14,C,5,5,400-800,400.0,800.0,97625,187,0.0019154929577464789
14,C,5,6,800-1600,800.0,1600.0,33927,110,0.0032422554307778464
14,C,5,7,1600+,1600.0,inf,12351,40,0.0032386041616063476
14,C,10,0,0-25,0.0,25.0,94408,3,3.1776968053554786e-05
14,C,10,1,25-50,25.0,50.0,82180,0,0.0
14,C,10,2,50-100,50.0,100.0,134433,2,1.4877299472599734e-05
14,C,10,3,100-200,100.0,200.0,180819,2,1.1060784541447525e-05
14,C,10,4,200-400,200.0,400.0,170315,1,5.871473446261339e-06
14,C,10,5,400-800,400.0,800.0,97625,3,3.0729833546734955e-05
14,C,10,6,800-1600,800.0,1600.0,33927,3,8.842514811212309e-05
14,C,10,7,1600+,1600.0,inf,12351,1,8.096510404015869e-05
14,C,15,0,0-25,0.0,25.0,94408,0,0.0
14,C,15,1,25-50,25.0,50.0,82180,0,0.0
14,C,15,2,50-100,50.0,100.0,134433,0,0.0
14,C,15,3,100-200,100.0,200.0,180819,0,0.0
14,C,15,4,200-400,200.0,400.0,170315,0,0.0
14,C,15,5,400-800,400.0,800.0,97625,0,0.0
14,C,15,6,800-1600,800.0,1600.0,33927,0,0.0
14,C,15,7,1600+,1600.0,inf,12351,0,0.0
14,G,5,0,0-25,0.0,25.0,94025,105,0.0011167242754586545
14,G,5,1,25-50,25.0,50.0,82479,84,0.0010184410577237842
14,G,5,2,50-100,50.0,100.0,134438,158,0.0011752629464883441
14,G,5,3,100-200,100.0,200.0,181122,221,0.0012201720387363213
14,G,5,4,200-400,200.0,400.0,170817,214,0.001252802706990522
14,G,5,5,400-800,400.0,800.0,97906,173,0.0017670010009601046
14,G,5,6,800-1600,800.0,1600.0,34476,98,0.002842557141199675
14,G,5,7,1600+,1600.0,inf,12783,30,0.002346866932644919
14,G,10,0,0-25,0.0,25.0,94025,0,0.0
14,G,10,1,25-50,25.0,50.0,82479,0,0.0
14,G,10,2,50-100,50.0,100.0,134438,0,0.0
14,G,10,3,100-200,100.0,200.0,181122,0,0.0
14,G,10,4,200-400,200.0,400.0,170817,0,0.0
14,G,10,5,400-800,400.0,800.0,97906,0,0.0
14,G,10,6,800-1600,800.0,1600.0,34476,0,0.0
14,G,10,7,1600+,1600.0,inf,12783,0,0.0
14,G,15,0,0-25,0.0,25.0,94025,0,0.0
14,G,15,1,25-50,25.0,50.0,82479,0,0.0
14,G,15,2,50-100,50.0,100.0,134438,0,0.0
14,G,15,3,100-200,100.0,200.0,181122,0,0.0
14,G,15,4,200-400,200.0,400.0,170817,0,0.0
14,G,15,5,400-800,400.0,800.0,97906,0,0.0
14,G,15,6,800-1600,800.0,1600.0,34476,0,0.0
14,G,15,7,1600+,1600.0,inf,12783,0,0.0
14,T,5,0,0-25,0.0,25.0,88671,858,0.009676218831410495
14,T,5,1,25-50,25.0,50.0,78363,756,0.009647410129780636
14,T,5,2,50-100,50.0,100.0,128150,1164,0.00908310573546625
14,T,5,3,100-200,100.0,200.0,173788,1549,0.008913158561005363
14,T,5,4,200-400,200.0,400.0,166737,1474,0.008840269406310537
14,T,5,5,400-800,400.0,800.0,100064,784,0.007834985609210105
14,T,5,6,800-1600,800.0,1600.0,37832,252,0.00666102770141679
14,T,5,7,1600+,1600.0,inf,14160,80,0.005649717514124294
14,T,10,0,0-25,0.0,25.0,88671,1,1.1277644325653257e-05
14,T,10,1,25-50,25.0,50.0,78363,0,0.0
14,T,10,2,50-100,50.0,100.0,128150,0,0.0
14,T,10,3,100-200,100.0,200.0,173788,0,0.0
14,T,10,4,200-400,200.0,400.0,166737,1,5.9974690680532815e-06
14,T,10,5,400-800,400.0,800.0,100064,2,1.9987208186760474e-05
14,T,10,6,800-1600,800.0,1600.0,37832,1,2.6432649608796785e-05
14,T,10,7,1600+,1600.0,inf,14160,0,0.0
14,T,15,0,0-25,0.0,25.0,88671,0,0.0
14,T,15,1,25-50,25.0,50.0,78363,0,0.0
14,T,15,2,50-100,50.0,100.0,128150,0,0.0
14,T,15,3,100-200,100.0,200.0,173788,0,0.0
14,T,15,4,200-400,200.0,400.0,166737,0,0.0
14,T,15,5,400-800,400.0,800.0,100064,0,0.0
14,T,15,6,800-1600,800.0,1600.0,37832,1,2.6432649608796785e-05
14,T,15,7,1600+,1600.0,inf,14160,0,0.0
15,all,5,0,0-25,0.0,25.0,367351,2062,0.005613160165618169
15,all,5,1,25-50,25.0,50.0,322877,1615,0.005001904750106078
15,all,5,2,50-100,50.0,100.0,525937,2729,0.005188834404120646
15,all,5,3,100-200,100.0,200.0,706723,3651,0.0051660976082567
15,all,5,4,200-400,200.0,400.0,683924,3558,0.00520233242290079
15,all,5,5,400-800,400.0,800.0,397729,2144,0.005390605160800445
15,all,5,6,800-1600,800.0,1600.0,146913,807,0.0054930469053113065
15,all,5,7,1600+,1600.0,inf,52474,268,0.005107291229942448
15,all,10,0,0-25,0.0,25.0,367351,1,2.7221921268759307e-06
15,all,10,1,25-50,25.0,50.0,322877,4,1.2388618576114124e-05
15,all,10,2,50-100,50.0,100.0,525937,5,9.506842074240832e-06
15,all,10,3,100-200,100.0,200.0,706723,3,4.244944624697371e-06
15,all,10,4,200-400,200.0,400.0,683924,5,7.310753826448553e-06
15,all,10,5,400-800,400.0,800.0,397729,6,1.5085648770896767e-05
15,all,10,6,800-1600,800.0,1600.0,146913,2,1.3613499145752928e-05
15,all,10,7,1600+,1600.0,inf,52474,1,1.9057056828143463e-05
15,all,15,0,0-25,0.0,25.0,367351,0,0.0
15,all,15,1,25-50,25.0,50.0,322877,0,0.0
15,all,15,2,50-100,50.0,100.0,525937,1,1.9013684148481662e-06
15,all,15,3,100-200,100.0,200.0,706723,0,0.0
15,all,15,4,200-400,200.0,400.0,683924,2,2.9243015305794213e-06
15,all,15,5,400-800,400.0,800.0,397729,2,5.028549590298922e-06
15,all,15,6,800-1600,800.0,1600.0,146913,0,0.0
15,all,15,7,1600+,1600.0,inf,52474,1,1.9057056828143463e-05
15,A,5,0,0-25,0.0,25.0,89992,935,0.010389812427771358
15,A,5,1,25-50,25.0,50.0,79082,722,0.009129764042386385
15,A,5,2,50-100,50.0,100.0,129371,1250,0.009662134481452566
15,A,5,3,100-200,100.0,200.0,175257,1659,0.009466098358410792
15,A,5,4,200-400,200.0,400.0,171168,1617,0.009446859226023556
15,A,5,5,400-800,400.0,800.0,102490,928,0.009054541906527467
15,A,5,6,800-1600,800.0,1600.0,40039,353,0.008816404006094057
15,A,5,7,1600+,1600.0,inf,14660,137,0.009345156889495224
15,A,10,0,0-25,0.0,25.0,89992,0,0.0
15,A,10,1,25-50,25.0,50.0,79082,1,1.2645102551781694e-05
15,A,10,2,50-100,50.0,100.0,129371,1,7.729707585162053e-06
15,A,10,3,100-200,100.0,200.0,175257,0,0.0
15,A,10,4,200-400,200.0,400.0,171168,3,1.7526640493550196e-05
15,A,10,5,400-800,400.0,800.0,102490,1,9.757049468240803e-06
15,A,10,6,800-1600,800.0,1600.0,40039,0,0.0
15,A,10,7,1600+,1600.0,inf,14660,1,6.821282401091406e-05
15,A,15,0,0-25,0.0,25.0,89992,0,0.0
15,A,15,1,25-50,25.0,50.0,79082,0,0.0
15,A,15,2,50-100,50.0,100.0,129371,1,7.729707585162053e-06
15,A,15,3,100-200,100.0,200.0,175257,0,0.0
15,A,15,4,200-400,200.0,400.0,171168,2,1.168442699570013e-05
15,A,15,5,400-800,400.0,800.0,102490,1,9.757049468240803e-06
15,A,15,6,800-1600,800.0,1600.0,40039,0,0.0
15,A,15,7,1600+,1600.0,inf,14660,1,6.821282401091406e-05
15,C,5,0,0-25,0.0,25.0,94213,120,0.0012737095729888656
15,C,5,1,25-50,25.0,50.0,82912,105,0.001266402933230413
15,C,5,2,50-100,50.0,100.0,134318,167,0.0012433180958620587
15,C,5,3,100-200,100.0,200.0,179547,247,0.0013756843611979037
15,C,5,4,200-400,200.0,400.0,171662,268,0.001561207489135627
15,C,5,5,400-800,400.0,800.0,97155,188,0.0019350522361175442
15,C,5,6,800-1600,800.0,1600.0,34451,110,0.003192940698383211
15,C,5,7,1600+,1600.0,inf,11800,28,0.0023728813559322033
15,C,10,0,0-25,0.0,25.0,94213,1,1.0614246441573881e-05
15,C,10,1,25-50,25.0,50.0,82912,3,3.618294094944037e-05
15,C,10,2,50-100,50.0,100.0,134318,4,2.978007415238464e-05
15,C,10,3,100-200,100.0,200.0,179547,3,1.670871693762636e-05
15,C,10,4,200-400,200.0,400.0,171662,1,5.8254010788642794e-06
15,C,10,5,400-800,400.0,800.0,97155,2,2.0585662086356853e-05
15,C,10,6,800-1600,800.0,1600.0,34451,1,2.9026733621665555e-05
15,C,10,7,1600+,1600.0,inf,11800,0,0.0
15,C,15,0,0-25,0.0,25.0,94213,0,0.0
15,C,15,1,25-50,25.0,50.0,82912,0,0.0
15,C,15,2,50-100,50.0,100.0,134318,0,0.0
15,C,15,3,100-200,100.0,200.0,179547,0,0.0
15,C,15,4,200-400,200.0,400.0,171662,0,0.0
15,C,15,5,400-800,400.0,800.0,97155,0,0.0
15,C,15,6,800-1600,800.0,1600.0,34451,0,0.0
15,C,15,7,1600+,1600.0,inf,11800,0,0.0
15,G,5,0,0-25,0.0,25.0,94234,95,0.0010081287008935204
15,G,5,1,25-50,25.0,50.0,82762,84,0.0010149585558589691
15,G,5,2,50-100,50.0,100.0,133985,132,0.0009851849087584431
15,G,5,3,100-200,100.0,200.0,179706,225,0.0012520450068445126
15,G,5,4,200-400,200.0,400.0,172448,225,0.0013047411393579513
15,G,5,5,400-800,400.0,800.0,97813,189,0.001932258493247319
15,G,5,6,800-1600,800.0,1600.0,34654,99,0.002856813066312691
15,G,5,7,1600+,1600.0,inf,12444,34,0.00273224043715847
15,G,10,0,0-25,0.0,25.0,94234,0,0.0
15,G,10,1,25-50,25.0,50.0,82762,0,0.0
15,G,10,2,50-100,50.0,100.0,133985,0,0.0
15,G,10,3,100-200,100.0,200.0,179706,0,0.0
15,G,10,4,200-400,200.0,400.0,172448,0,0.0
15,G,10,5,400-800,400.0,800.0,97813,0,0.0
15,G,10,6,800-1600,800.0,1600.0,34654,0,0.0
15,G,10,7,1600+,1600.0,inf,12444,0,0.0
15,G,15,0,0-25,0.0,25.0,94234,0,0.0
15,G,15,1,25-50,25.0,50.0,82762,0,0.0
15,G,15,2,50-100,50.0,100.0,133985,0,0.0
15,G,15,3,100-200,100.0,200.0,179706,0,0.0
15,G,15,4,200-400,200.0,400.0,172448,0,0.0
15,G,15,5,400-800,400.0,800.0,97813,0,0.0
15,G,15,6,800-1600,800.0,1600.0,34654,0,0.0
15,G,15,7,1600+,1600.0,inf,12444,0,0.0
15,T,5,0,0-25,0.0,25.0,88912,912,0.010257333093395717
15,T,5,1,25-50,25.0,50.0,78121,704,0.00901166139706353
15,T,5,2,50-100,50.0,100.0,128263,1180,0.009199847188978896
15,T,5,3,100-200,100.0,200.0,172213,1520,0.008826279084621951
